PredictedValue,PredictionConfidencePercentage,PredictionGroup,CREDIT_SCORE,AGE,BALANCE,HAS_ZERO_BALANCE,PRODUCTS_NUMBER,ACTIVE_MEMBER,GENDER,CUSTOMER_ID,AGE_SQ,AGE_GROUP,TENURE,TENURE_SQ,TENURE_GROUP,BALANCE_SALARY_RATIO,PRODUCT_SEGMENT,CREDIT_CARD,CREDIT_TIER,HEALTH_SCORE,AGE_TENURE_INTERACTION,ESTIMATED_SALARY,CHURN,Base_Revenue,FTP_Cost,Allocated_Cost,PD_Risk,Survival_Probability,Risk_Adjusted_Margin,Risk_Adjusted_CLV
0,0.73473249225796,AGE > 69.80000000000001,673,72,0.0,1,2,1,Male,15808473,5184,3,1,1,1,0.0,2,0,3,58.73,46.0,111981.19,0,582.29,148.81,225,0.0708,0.7347,193.72,337.86
0,0.672071607081848,ACTIVE_MEMBER <= 0.0;HAS_ZERO_BALANCE > 0.0;CREDIT_SCORE > 450.0 AND CREDIT_SCORE <= 500.0,610,40,0.0,1,2,0,Male,15627000,1600,2,0,0,1,0.0,2,1,2,6.1,20.0,62232.6,0,282.99,56.81,200,0.096,0.6721,23.67,34.0
0,0.70963501917164,AGE > 32.8 AND AGE <= 40.2;ACTIVE_MEMBER > 0.0;CREDIT_SCORE <= 450.0,512,37,0.0,1,2,1,Female,15787174,1369,2,1,1,1,0.0,2,0,1,57.12,28.5,156105.03,0,751.01,164.38,225,0.1352,0.7096,312.74,504.99
0,0.652209458680853,AGE <= 32.8,767,20,119714.25,0,2,1,Male,15723886,400,1,3,9,2,0.7974,2,0,4,63.67,40.0,150135.38,0,6258.92,1834.66,225,0.0332,0.6522,4059.84,5479.88
0,0.647474428853016,AGE > 62.400000000000006;ACTIVE_MEMBER > 0.0,585,67,113978.97,0,2,1,Female,15704769,4489,3,5,25,3,1.2237,2,0,2,65.85,83.5,93146.11,0,4845.87,1261.95,225,0.106,0.6475,3002.87,3992.94
1,0.725767145055213,AGE > 40.2;ACTIVE_MEMBER <= 0.0,763,42,100160.75,0,1,0,Male,15772896,1764,2,6,36,3,2.9932,1,1,4,19.63,81.0,33462.94,1,4481.56,1312.89,150,0.0348,0.2742,2913.62,966.67
0,0.694923443553409,AGE <= 32.8,712,29,0.0,1,1,1,Female,15711540,841,1,2,4,2,0.0,1,1,3,61.12,34.5,144375.0,0,654.48,151.19,175,0.0552,0.6949,310.17,478.56
1,0.772392481848053,PRODUCTS_NUMBER > 2.0,539,43,116220.5,0,3,0,Female,15764866,1849,2,3,9,2,2.0827,3,1,1,11.39,51.5,55803.96,1,4826.6,1311.18,250,0.1244,0.2276,2859.2,745.68
1,0.779933412768894,PRODUCTS_NUMBER > 2.0,668,46,0.0,1,3,0,Female,15794056,2116,2,2,4,2,0.0,3,1,2,10.68,43.0,89048.46,1,402.94,111.7,250,0.0728,0.2201,38.24,9.56
0,0.662519389104635,AGE <= 32.8,703,28,81173.83,0,2,1,Male,15795149,784,1,2,4,2,0.4986,2,0,3,61.03,34.0,162812.16,0,3923.33,1167.47,225,0.0588,0.6625,2382.05,3321.46
0,0.672071607081848,ACTIVE_MEMBER <= 0.0;HAS_ZERO_BALANCE > 0.0;CREDIT_SCORE > 450.0 AND CREDIT_SCORE <= 500.0,662,38,0.0,1,2,0,Male,15812009,1444,2,4,16,2,0.0,2,1,2,14.62,59.0,136259.65,0,738.55,149.05,200,0.0752,0.6721,360.21,517.55
1,0.705483873160517,ACTIVE_MEMBER <= 0.0;GENDER IN ['Female'];BALANCE > 75269.427 AND BALANCE <= 125449.04500000001,725,39,116803.8,0,1,0,Female,15651001,1521,2,5,25,3,0.9416,1,1,3,17.25,69.5,124052.97,0,4378.25,1292.56,150,0.05,0.2945,2788.91,1018.33
0,0.657629512881395,AGE > 32.8 AND AGE <= 40.2;ACTIVE_MEMBER > 0.0;CREDIT_SCORE <= 450.0,703,37,105961.68,0,2,1,Male,15813844,1369,2,8,64,3,1.4288,2,0,3,73.03,98.5,74158.8,0,4809.5,1150.24,225,0.0588,0.6576,3232.33,4438.2
0,0.629928900243356,AGE > 62.400000000000006;ACTIVE_MEMBER > 0.0,659,67,117411.6,0,1,1,Male,15596175,4489,3,6,36,3,2.605,1,1,2,68.59,93.5,45071.09,1,5038.83,1430.02,175,0.0764,0.6299,3171.47,3988.25
0,0.662898739785261,ACTIVE_MEMBER <= 0.0;HAS_ZERO_BALANCE > 0.0;CREDIT_SCORE > 450.0 AND CREDIT_SCORE <= 500.0,523,34,0.0,1,2,0,Male,15576269,1156,2,7,49,3,0.0,2,1,1,19.23,87.0,62030.06,0,291.72,74.23,200,0.1308,0.6629,15.2,21.22
1,0.705483873160517,ACTIVE_MEMBER <= 0.0;GENDER IN ['Female'];BALANCE > 75269.427 AND BALANCE <= 125449.04500000001,635,40,123497.58,0,1,0,Female,15797219,1600,2,10,100,3,0.9359,1,1,2,26.35,120.0,131953.23,1,4789.92,1228.45,150,0.086,0.2945,3118.08,1138.52
0,0.675945898690158,AGE <= 32.8,772,26,152400.51,0,2,0,Male,15685500,676,1,7,49,3,1.9191,2,1,4,21.72,83.0,79414.0,0,6539.92,1543.01,200,0.0312,0.6759,4647.25,6758.69
0,0.704214964971098,AGE <= 32.8,545,26,0.0,1,2,1,Female,15599792,676,1,1,1,1,0.0,2,1,1,57.45,23.0,199638.56,0,945.34,267.39,225,0.122,0.7042,397.69,631.51
0,0.637139547675359,AGE <= 32.8,634,24,103097.85,0,1,1,Male,15657566,576,1,8,64,3,0.6543,1,1,2,72.34,92.0,157577.29,0,5026.09,1137.91,175,0.0864,0.6371,3392.36,4365.24
1,0.713007561447121,AGE > 40.2;ACTIVE_MEMBER <= 0.0,739,54,126418.14,0,1,0,Male,15772423,2916,3,8,64,3,0.9405,1,1,3,23.39,107.0,134420.75,1,5741.35,1430.88,150,0.0444,0.287,3975.75,1401.75
1,0.705483873160517,ACTIVE_MEMBER <= 0.0;GENDER IN ['Female'];BALANCE > 75269.427 AND BALANCE <= 125449.04500000001,771,36,77846.9,0,1,0,Female,15628112,1296,2,5,25,3,0.78,1,0,4,17.71,68.0,99805.99,0,4191.61,1073.13,150,0.0316,0.2945,2874.68,1049.65
0,0.70963501917164,AGE > 32.8 AND AGE <= 40.2;ACTIVE_MEMBER > 0.0;CREDIT_SCORE <= 450.0,587,34,0.0,1,2,1,Female,15753754,1156,2,1,1,1,0.0,2,1,2,57.87,27.0,97932.68,0,477.94,131.08,225,0.1052,0.7096,109.04,176.07
0,0.73473249225796,AGE > 69.80000000000001,681,79,0.0,1,2,1,Female,15793726,6241,3,0,0,1,0.0,2,0,3,56.81,39.5,170968.99,0,767.35,189.66,225,0.0676,0.7347,328.85,573.53
0,0.666194471915184,AGE > 32.8 AND AGE <= 40.2;ACTIVE_MEMBER > 0.0;CREDIT_SCORE <= 450.0,544,37,79731.91,0,1,1,Male,15694717,1369,2,2,4,2,1.3852,1,1,1,59.44,38.5,57558.95,0,3539.41,948.66,175,0.1224,0.6662,2120.06,2990.5
0,0.696060089624782,AGE <= 32.8,696,28,0.0,1,1,0,Male,15665834,784,1,8,64,3,0.0,1,0,3,22.96,94.0,176713.47,0,903.01,224.42,150,0.0616,0.6961,496.03,768.03
0,0.672077231484066,ACTIVE_MEMBER > 0.0;HAS_ZERO_BALANCE > 0.0;CREDIT_SCORE > 450.0 AND CREDIT_SCORE <= 550.0,766,41,0.0,1,2,1,Male,15765297,1681,2,0,0,1,0.0,2,0,4,57.66,20.5,34283.23,0,194.71,51.78,225,0.0336,0.6721,-79.31,-113.96
0,0.70963501917164,AGE > 32.8 AND AGE <= 40.2;ACTIVE_MEMBER > 0.0;CREDIT_SCORE <= 450.0,727,34,0.0,1,2,1,Male,15636684,1156,2,10,100,3,0.0,2,1,3,77.27,117.0,198637.34,0,1076.13,287.77,225,0.0492,0.7096,535.64,864.93
0,0.665568840065289,AGE <= 32.8,671,34,37266.67,0,2,0,Female,15592979,1156,2,6,36,3,0.2375,2,0,3,18.71,77.0,156917.12,0,2356.45,638.47,200,0.0716,0.6656,1409.29,1984.01
0,0.637139547675359,AGE <= 32.8,693,30,127992.25,0,1,1,Female,15750803,900,2,6,36,3,2.5366,1,1,3,68.93,75.0,50457.2,0,6158.06,1738.6,175,0.0628,0.6371,3977.91,5118.71
0,0.666908048074124,AGE > 32.8 AND AGE <= 40.2;ACTIVE_MEMBER > 0.0;CREDIT_SCORE <= 450.0,850,38,54901.01,0,1,1,Male,15607178,1444,2,3,9,2,0.3919,1,1,4,64.5,49.0,140075.55,0,2552.1,648.42,175,0.005,0.6669,1720.04,2431.68
0,0.607070348621259,PRODUCTS_NUMBER > 1.0 AND PRODUCTS_NUMBER <= 2.0;TENURE <= 1.0,732,42,108748.08,0,2,1,Male,15713853,1764,2,9,81,3,1.6648,2,1,3,75.32,111.0,65323.11,0,4377.36,960.08,225,0.0472,0.6071,3041.6,3554.13
1,0.727367698389599,ACTIVE_MEMBER <= 0.0;GENDER IN ['Female'];BALANCE > 75269.427 AND BALANCE <= 125449.04500000001,726,48,99906.19,0,1,0,Female,15673481,2304,2,6,36,3,1.5532,1,1,3,19.26,84.0,64323.24,0,3917.78,1049.82,150,0.0496,0.2726,2583.15,850.4
0,0.701605912538044,AGE <= 32.8,557,32,184686.41,0,2,0,Female,15686776,1024,2,6,36,3,12.3483,2,1,1,17.57,76.0,14956.44,0,7171.35,1489.57,200,0.1172,0.7016,4839.32,7622.81
0,0.637139547675359,AGE <= 32.8,682,26,110654.02,0,1,1,Female,15673693,676,1,0,0,1,0.989,1,0,3,56.82,13.0,111879.21,0,4299.2,953.97,175,0.0672,0.6371,2957.19,3805.27
0,0.648595025924006,AGE <= 32.8,738,31,79019.8,0,1,1,Male,15700696,961,2,9,81,3,4.247,1,1,3,75.38,105.5,18606.23,0,3460.49,966.22,175,0.0448,0.6486,2215.37,2956.26
1,0.705483873160517,ACTIVE_MEMBER <= 0.0;GENDER IN ['Female'];BALANCE > 75269.427 AND BALANCE <= 125449.04500000001,531,36,99240.51,0,1,0,Female,15813163,1296,2,9,81,3,0.8059,1,1,1,23.31,108.0,123137.01,0,4483.41,1091.74,150,0.1276,0.2945,2828.03,1032.62
0,0.70963501917164,AGE > 32.8 AND AGE <= 40.2;ACTIVE_MEMBER > 0.0;CREDIT_SCORE <= 450.0,498,34,0.0,1,2,1,Male,15653857,1156,2,2,4,2,0.0,2,1,1,58.98,37.0,148528.24,0,633.41,158.23,225,0.1408,0.7096,214.95,347.1
0,0.672071607081848,ACTIVE_MEMBER <= 0.0;HAS_ZERO_BALANCE > 0.0;CREDIT_SCORE > 450.0 AND CREDIT_SCORE <= 500.0,651,36,0.0,1,2,0,Male,15777076,1296,2,7,49,3,0.0,2,1,2,20.51,88.0,13898.31,0,62.43,18.65,200,0.0796,0.6721,-143.78,-206.59
0,0.677532000975637,ACTIVE_MEMBER <= 0.0;HAS_ZERO_BALANCE > 0.0;CREDIT_SCORE > 450.0 AND CREDIT_SCORE <= 500.0,549,39,0.0,1,1,0,Female,15717398,1521,2,7,49,3,0.0,1,0,1,19.49,89.5,81259.25,1,419.03,93.66,150,0.1204,0.6775,154.26,225.46
1,0.681394817362887,PRODUCTS_NUMBER <= 1.0;TENURE <= 0.0,791,35,52436.2,0,1,0,Female,15799217,1225,2,7,49,3,0.3256,1,1,4,21.91,87.5,161051.75,0,3145.99,635.35,150,0.0236,0.3186,2304.93,937.89
0,0.672077231484066,ACTIVE_MEMBER > 0.0;HAS_ZERO_BALANCE > 0.0;CREDIT_SCORE > 450.0 AND CREDIT_SCORE <= 550.0,650,41,0.0,1,2,1,Male,15787071,1681,2,9,81,3,0.0,2,0,2,74.5,110.5,191599.67,0,1149.28,242.66,225,0.08,0.6721,627.09,901.03
0,0.621316631455831,AGE <= 32.8,733,34,100337.96,0,3,0,Male,15619955,1156,2,3,9,2,2.0663,3,1,3,13.33,47.0,48559.19,1,5496.55,1233.7,250,0.0468,0.6213,3825.05,4679.37
0,0.657629512881395,AGE > 32.8 AND AGE <= 40.2;ACTIVE_MEMBER > 0.0;CREDIT_SCORE <= 450.0,811,34,149297.19,0,2,1,Female,15796505,1156,2,1,1,1,0.8012,2,1,4,60.11,27.0,186339.74,0,7189.68,1959.85,225,0.0156,0.6576,4926.75,6764.76
0,0.696218302797171,AGE <= 32.8,707,30,0.0,1,2,0,Male,15725166,900,2,8,64,3,0.0,2,1,3,23.07,95.0,33159.37,0,149.39,41.47,200,0.0572,0.6962,-86.81,-134.48
0,0.637139547675359,AGE <= 32.8,712,28,145605.44,0,1,1,Male,15800116,784,1,4,16,2,1.5509,1,0,3,65.12,54.0,93883.53,0,4951.8,1270.38,175,0.0552,0.6371,3312.87,4262.94
0,0.70963501917164,AGE > 32.8 AND AGE <= 40.2;ACTIVE_MEMBER > 0.0;CREDIT_SCORE <= 450.0,706,37,0.0,1,2,1,Female,15758685,1369,2,7,49,3,0.0,2,1,3,71.06,88.5,110899.3,0,569.34,128.39,225,0.0576,0.7096,203.51,328.62
0,0.662944680505186,ACTIVE_MEMBER > 0.0;HAS_ZERO_BALANCE > 0.0;CREDIT_SCORE > 450.0 AND CREDIT_SCORE <= 550.0,756,62,0.0,1,1,1,Male,15694456,3844,3,3,9,2,0.0,1,1,4,63.56,61.0,11199.04,1,51.44,12.97,175,0.0376,0.6629,-131.4,-183.46
1,0.717204396924071,AGE > 40.2;ACTIVE_MEMBER <= 0.0,777,53,0.0,1,2,0,Female,15767339,2809,3,10,100,3,0.0,2,1,4,27.77,126.5,189992.97,0,910.51,183.46,200,0.0292,0.2828,511.66,176.86
0,0.654617308369053,AGE > 32.8 AND AGE <= 40.2;ACTIVE_MEMBER > 0.0;CREDIT_SCORE <= 450.0,646,35,84026.86,0,1,1,Male,15683562,1225,2,6,36,3,0.5116,1,0,2,68.46,77.5,164255.69,0,3926.35,1052.97,175,0.0816,0.6546,2478.19,3370.54
1,0.722445181775885,AGE > 40.2;ACTIVE_MEMBER <= 0.0,714,46,0.0,1,1,0,Male,15782210,2116,2,1,1,1,0.0,1,1,3,9.14,33.0,152167.79,1,750.13,196.11,150,0.0544,0.2776,382.04,128.8
0,0.70963501917164,AGE > 32.8 AND AGE <= 40.2;ACTIVE_MEMBER > 0.0;CREDIT_SCORE <= 450.0,782,39,0.0,1,2,1,Male,15668893,1521,2,8,64,3,0.0,2,1,4,73.82,99.5,33949.67,0,187.84,37.98,225,0.0272,0.7096,-73.1,-118.03
0,0.704214964971098,AGE <= 32.8,775,29,0.0,1,2,1,Male,15669169,841,1,10,100,3,0.0,2,1,4,77.75,114.5,68143.93,0,346.07,97.49,225,0.03,0.7042,22.87,36.32
0,0.653307058885456,AGE > 32.8 AND AGE <= 40.2;ACTIVE_MEMBER > 0.0;CREDIT_SCORE <= 450.0,479,35,138718.92,0,1,1,Male,15643024,1225,2,4,16,2,2.9357,1,1,1,62.79,57.5,47251.79,1,5693.25,1573.29,175,0.1484,0.6533,3359.53,4550.36
0,0.581246304462825,ACTIVE_MEMBER > 0.0;GENDER IN ['Male'];CREDIT_CARD <= 0.0,807,42,118274.71,0,1,1,Male,15699389,1764,2,7,49,3,4.5691,1,1,4,72.07,91.0,25885.72,0,4357.05,1005.7,175,0.0172,0.5812,3121.72,3353.69
0,0.652209458680853,AGE <= 32.8,799,22,174185.98,0,2,1,Female,15708608,484,1,8,64,3,0.9042,2,0,4,73.99,91.0,192633.85,0,6602.48,1740.0,225,0.0204,0.6522,4542.88,6131.87
0,0.644900147056171,AGE <= 32.8,675,40,113208.86,0,2,0,Male,15626144,1600,2,7,49,3,3.2741,2,1,3,20.75,90.0,34577.36,0,4472.62,1163.55,200,0.07,0.6449,2891.44,3813.52
1,0.678130889006735,PRODUCTS_NUMBER <= 1.0;TENURE <= 0.0,602,29,103907.28,0,1,0,Male,15573112,841,1,5,25,3,0.6445,1,1,2,16.02,64.5,161229.84,0,4935.75,1057.82,150,0.0992,0.3219,3358.12,1386.09
0,0.649904118460089,AGE <= 32.8,475,32,119023.28,0,1,0,Female,15790678,1024,2,8,64,3,1.1806,1,1,1,20.75,96.0,100816.29,0,6195.83,1358.91,150,0.15,0.6499,3983.88,5338.29
0,0.637139547675359,AGE <= 32.8,744,26,166297.89,0,1,1,Female,15727556,676,1,5,25,3,0.9153,1,1,4,67.44,63.0,181694.44,0,7658.88,2055.04,175,0.0424,0.6371,5198.66,6689.55
0,0.662898739785261,ACTIVE_MEMBER <= 0.0;HAS_ZERO_BALANCE > 0.0;CREDIT_SCORE > 450.0 AND CREDIT_SCORE <= 500.0,588,34,0.0,1,2,0,Male,15697307,1156,2,10,100,3,0.0,2,1,2,25.88,117.0,79078.91,0,434.25,127.39,200,0.1048,0.6629,95.66,133.55
0,0.602588674124854,ACTIVE_MEMBER > 0.0;GENDER IN ['Male'];CREDIT_CARD <= 0.0,703,42,63227.0,0,1,1,Male,15652266,1764,2,9,81,3,0.4604,1,0,3,75.03,111.0,137316.32,0,3055.11,787.08,175,0.0588,0.6026,1969.96,2268.77
1,0.725856660335252,ACTIVE_MEMBER <= 0.0;GENDER IN ['Female'];BALANCE > 75269.427 AND BALANCE <= 125449.04500000001,747,41,94521.17,0,2,0,Female,15607098,1681,2,5,25,3,0.4849,2,1,4,17.47,70.5,194926.86,0,4191.98,1076.42,200,0.0412,0.2741,2795.44,927.05
0,0.690063772464999,AGE <= 32.8,583,27,0.0,1,2,0,Male,15655774,729,1,7,49,3,0.0,2,1,2,19.83,83.5,51285.49,0,231.68,61.32,200,0.1068,0.6901,-26.47,-40.24
1,0.705483873160517,ACTIVE_MEMBER <= 0.0;GENDER IN ['Female'];BALANCE > 75269.427 AND BALANCE <= 125449.04500000001,750,34,112822.26,0,1,0,Female,15590241,1156,2,9,81,3,0.7501,1,0,4,25.5,107.0,150401.53,1,4883.07,1191.75,150,0.04,0.2945,3399.67,1241.34
0,0.70963501917164,AGE > 32.8 AND AGE <= 40.2;ACTIVE_MEMBER > 0.0;CREDIT_SCORE <= 450.0,681,38,0.0,1,2,1,Male,15785819,1444,2,3,9,2,0.0,2,1,3,62.81,49.0,112491.96,0,682.18,140.13,225,0.0676,0.7096,295.62,477.35
1,0.678130889006735,PRODUCTS_NUMBER <= 1.0;TENURE <= 0.0,773,25,135903.33,0,1,0,Male,15723654,625,1,2,4,2,1.8451,1,1,4,11.73,32.5,73656.38,0,5327.65,1276.77,150,0.0308,0.3219,3780.73,1560.52
0,0.637139547675359,AGE <= 32.8,714,31,125169.26,0,1,1,Female,15774510,961,2,4,16,2,1.1738,1,1,3,65.14,55.5,106636.89,0,6004.47,1741.45,175,0.0544,0.6371,3865.63,4974.24
1,0.779933412768894,PRODUCTS_NUMBER > 2.0,687,44,0.0,1,3,0,Female,15684173,1936,2,7,49,3,0.0,3,1,3,20.87,92.0,155853.52,1,708.91,198.85,250,0.0652,0.2201,243.1,60.78
1,0.683130350488597,AGE > 47.6 AND AGE <= 69.80000000000001,511,58,149117.31,0,1,1,Male,15650068,3364,3,0,0,1,0.9171,1,1,1,55.11,29.0,162599.51,0,7409.08,2168.95,175,0.1356,0.3169,4378.3,1768.03
0,0.70963501917164,AGE > 32.8 AND AGE <= 40.2;ACTIVE_MEMBER > 0.0;CREDIT_SCORE <= 450.0,627,33,0.0,1,2,1,Male,15811490,1089,2,5,25,3,0.0,2,1,2,66.27,66.5,103737.82,0,538.66,115.96,225,0.0892,0.7096,180.07,290.76
0,0.717997363696463,AGE <= 32.8,694,31,0.0,1,2,0,Female,15803976,961,2,10,100,3,0.0,2,1,3,26.94,115.5,160990.27,0,792.34,198.56,200,0.0624,0.718,369.21,611.73
1,0.705483873160517,ACTIVE_MEMBER <= 0.0;GENDER IN ['Female'];BALANCE > 75269.427 AND BALANCE <= 125449.04500000001,616,36,132311.71,0,1,0,Female,15682541,1296,2,6,36,3,8.5568,1,0,2,18.16,78.0,15462.84,0,5347.89,1382.28,150,0.0936,0.2945,3458.47,1262.81
0,0.672071607081848,ACTIVE_MEMBER <= 0.0;HAS_ZERO_BALANCE > 0.0;CREDIT_SCORE > 450.0 AND CREDIT_SCORE <= 500.0,687,35,0.0,1,2,0,Male,15695699,1225,2,8,64,3,0.0,2,1,3,22.87,97.5,10334.05,0,50.0,11.05,200,0.0652,0.6721,-150.55,-216.31
0,0.70963501917164,AGE > 32.8 AND AGE <= 40.2;ACTIVE_MEMBER > 0.0;CREDIT_SCORE <= 450.0,712,33,0.0,1,2,1,Female,15624188,1089,2,6,36,3,0.0,2,1,3,69.12,76.5,190686.16,0,995.96,219.21,225,0.0552,0.7096,521.29,841.76
1,0.678130889006735,PRODUCTS_NUMBER <= 1.0;TENURE <= 0.0,553,33,118082.89,0,1,0,Male,15812191,1089,2,4,16,2,1.2503,1,0,1,13.53,56.5,94440.45,0,4959.13,1379.65,150,0.1188,0.3219,3022.06,1247.37
0,0.637139547675359,AGE <= 32.8,667,31,119266.69,0,1,1,Male,15636673,961,2,1,1,1,4.2207,1,1,2,58.67,25.5,28257.63,0,4309.94,1151.55,175,0.0732,0.6371,2765.01,3557.97
0,0.655539884877461,ACTIVE_MEMBER > 0.0;HAS_ZERO_BALANCE > 0.0;CREDIT_SCORE > 450.0 AND CREDIT_SCORE <= 550.0,731,43,0.0,1,1,1,Male,15594898,1849,2,2,4,2,0.0,1,1,3,61.31,41.5,170034.95,1,741.53,196.3,175,0.0476,0.6555,352.61,480.97
0,0.644900147056171,AGE <= 32.8,629,35,156847.29,0,2,0,Male,15660211,1225,2,7,49,3,4.9285,2,1,2,20.29,87.5,31824.29,0,6544.04,1483.53,200,0.0884,0.6449,4430.84,5843.85
1,0.713007561447121,AGE > 40.2;ACTIVE_MEMBER <= 0.0,614,50,137104.47,0,1,0,Male,15773972,2500,3,4,16,2,1.0781,1,1,2,14.14,65.0,127166.49,1,7086.42,1776.4,150,0.0944,0.287,4672.91,1647.55
1,0.84921332628272,BALANCE > 25089.809;ACTIVE_MEMBER <= 0.0;CREDIT_SCORE <= 450.0,438,31,78398.69,0,1,0,Male,15746726,961,2,8,64,3,1.7446,1,1,1,20.38,95.5,44937.01,0,3414.4,690.76,150,0.1648,0.1508,2149.5,341.44
0,0.73473249225796,AGE > 69.80000000000001,652,80,0.0,1,2,1,Female,15712287,6400,3,4,16,2,0.0,2,1,2,64.52,80.0,188603.07,0,931.83,198.47,225,0.0792,0.7347,468.1,816.39
0,0.657536675028816,AGE <= 32.8,729,30,63669.42,0,1,0,Male,15702919,900,2,6,36,3,0.4388,1,1,3,19.29,75.0,145111.37,0,3365.87,847.61,150,0.0484,0.6575,2253.64,3093.49
0,0.672071607081848,ACTIVE_MEMBER <= 0.0;HAS_ZERO_BALANCE > 0.0;CREDIT_SCORE > 450.0 AND CREDIT_SCORE <= 500.0,642,38,0.0,1,2,0,Male,15674398,1444,2,3,9,2,0.0,2,0,2,12.42,49.0,171463.83,0,969.29,223.87,200,0.0832,0.6721,500.04,718.47
1,0.727367698389599,ACTIVE_MEMBER <= 0.0;GENDER IN ['Female'];BALANCE > 75269.427 AND BALANCE <= 125449.04500000001,806,59,135296.33,0,1,0,Female,15797960,3481,3,0,0,1,0.74,1,1,4,8.06,29.5,182822.5,0,6464.75,1917.23,150,0.0176,0.2726,4320.12,1422.23
0,0.643161830120405,AGE > 32.8 AND AGE <= 40.2;ACTIVE_MEMBER > 0.0;CREDIT_SCORE <= 450.0,744,36,153804.44,0,1,1,Male,15631868,1296,2,2,4,2,1.7635,1,1,4,61.44,38.0,87213.33,0,6317.52,1561.37,175,0.0424,0.6432,4386.91,5754.09
0,0.662898739785261,ACTIVE_MEMBER <= 0.0;HAS_ZERO_BALANCE > 0.0;CREDIT_SCORE > 450.0 AND CREDIT_SCORE <= 500.0,474,37,0.0,1,2,0,Male,15581539,1369,2,3,9,2,0.0,2,0,1,10.74,48.5,57175.32,0,317.5,66.15,200,0.1504,0.6629,43.63,60.9
1,0.713007561447121,AGE > 40.2;ACTIVE_MEMBER <= 0.0,559,49,147069.78,0,1,0,Male,15662736,2401,2,2,4,2,1.2201,1,1,1,9.59,44.5,120540.83,1,6763.57,1364.78,150,0.1164,0.287,4637.83,1635.18
0,0.672077231484066,ACTIVE_MEMBER > 0.0;HAS_ZERO_BALANCE > 0.0;CREDIT_SCORE > 450.0 AND CREDIT_SCORE <= 550.0,706,42,0.0,1,2,1,Male,15666252,1764,2,9,81,3,0.0,2,1,3,75.06,111.0,28714.34,0,165.62,45.14,225,0.0576,0.6721,-98.5,-141.53
0,0.72507246862844,AGE <= 32.8,628,22,0.0,1,1,0,Female,15677512,484,1,3,9,2,0.0,1,1,2,12.28,41.0,85426.28,0,434.96,94.45,150,0.0888,0.7251,173.59,293.94
1,0.84921332628272,BALANCE > 25089.809;ACTIVE_MEMBER <= 0.0;CREDIT_SCORE <= 450.0,429,24,95741.75,0,1,0,Male,15626114,576,1,4,16,2,2.0736,1,1,1,12.29,52.0,46170.75,0,3563.33,779.59,150,0.1684,0.1508,2190.22,347.91
1,0.683130350488597,AGE > 47.6 AND AGE <= 69.80000000000001,525,57,145965.33,0,1,1,Female,15810834,3249,3,2,4,2,2.2648,1,1,1,59.25,48.5,64448.36,0,5317.95,1288.97,175,0.13,0.3169,3352.96,1353.98
0,0.637139547675359,AGE <= 32.8,680,30,141441.75,0,1,1,Female,15678910,900,2,8,64,3,8.6886,1,1,3,72.8,95.0,16278.97,0,6686.54,1513.87,175,0.068,0.6371,4657.83,5993.62
1,0.678130889006735,PRODUCTS_NUMBER <= 1.0;TENURE <= 0.0,749,40,139290.41,0,1,0,Male,15694408,1600,2,1,1,1,0.7618,1,1,4,9.49,30.0,182855.42,1,7603.84,1989.6,150,0.0404,0.3219,5243.48,2164.28
0,0.717997363696463,AGE <= 32.8,763,31,0.0,1,2,0,Female,15585215,961,2,4,16,2,0.0,2,0,4,15.63,55.5,50404.72,0,247.5,61.52,200,0.0348,0.718,-13.53,-22.42
0,0.696218302797171,AGE <= 32.8,734,30,0.0,1,2,0,Male,15682757,900,2,3,9,2,0.0,2,1,3,13.34,45.0,107640.25,0,517.58,109.28,200,0.0464,0.6962,198.63,307.71
1,0.678130889006735,PRODUCTS_NUMBER <= 1.0;TENURE <= 0.0,716,35,144428.87,0,1,0,Male,15736601,1225,2,4,16,2,1.0768,1,1,3,15.16,57.5,134132.65,0,7390.13,2057.96,150,0.0536,0.3219,4904.41,2024.33
0,0.662898739785261,ACTIVE_MEMBER <= 0.0;HAS_ZERO_BALANCE > 0.0;CREDIT_SCORE > 450.0 AND CREDIT_SCORE <= 500.0,594,35,0.0,1,2,0,Male,15601848,1225,2,2,4,2,0.0,2,1,2,9.94,37.5,103480.69,0,460.12,111.62,200,0.1024,0.6629,133.29,186.08
1,0.727698386220287,ACTIVE_MEMBER <= 0.0;GENDER IN ['Female'];BALANCE > 75269.427 AND BALANCE <= 125449.04500000001,644,46,95441.27,0,1,0,Female,15736008,2116,2,9,81,3,0.8775,1,1,2,24.44,113.0,108761.05,1,3971.22,1036.82,150,0.0824,0.2723,2554.97,839.77
0,0.643161830120405,AGE > 32.8 AND AGE <= 40.2;ACTIVE_MEMBER > 0.0;CREDIT_SCORE <= 450.0,671,35,144848.74,0,1,1,Male,15669064,1225,2,1,1,1,0.8092,1,1,3,58.71,27.5,179012.3,0,7119.33,1426.67,175,0.0716,0.6432,5122.6,6719.05
0,0.652209458680853,AGE <= 32.8,664,26,116244.14,0,2,1,Male,15624528,676,1,7,49,3,1.2218,2,1,2,70.64,83.0,95145.14,0,4923.24,1293.04,225,0.0744,0.6522,3151.85,4254.3
